Date,Open,High,Low,Close,Adj Close,Volume
2015-01-23,64.519997,64.989998,63.889999,64.779999,60.889709,99100
2015-01-26,64.889999,65.440002,64.129997,65.080002,61.171700,144000
2015-01-27,64.470001,65.269997,64.139999,64.709999,60.823914,148600
2015-01-28,65.089996,65.099998,62.869999,63.119999,59.329399,157200
2015-01-29,63.270000,64.190002,62.730000,63.880001,60.043762,193700
2015-01-30,63.490002,64.330002,62.110001,62.209999,58.474052,278800
2015-02-02,62.230000,63.139999,61.830002,62.919998,59.141407,172800
2015-02-03,63.180000,64.489998,63.180000,64.059998,60.212948,247200
2015-02-04,63.790001,64.250000,63.470001,64.010002,60.165951,162500
2015-02-05,64.360001,65.120003,64.260002,64.919998,61.021297,223100
2015-02-06,64.980003,64.980003,64.010002,64.410004,60.541939,193300
2015-02-09,64.059998,64.430000,62.369999,63.400002,59.592583,124100
2015-02-10,63.910000,64.760002,63.150002,64.669998,60.786316,169000
2015-02-11,64.379997,65.059998,63.740002,64.669998,60.786316,180200
2015-02-12,65.660004,70.610001,63.889999,69.800003,65.608246,568600
2015-02-13,69.800003,70.449997,68.110001,70.089996,65.880814,360400
2015-02-17,70.339996,70.690002,68.529999,69.489998,65.316864,289600
2015-02-18,69.360001,69.820000,68.660004,69.809998,65.617638,161800
2015-02-19,69.660004,70.019997,69.410004,69.830002,65.636444,144600
2015-02-20,69.800003,70.050003,69.129997,69.930000,65.730446,215800
2015-02-23,69.629997,70.099998,68.910004,69.449997,65.279251,171100
2015-02-24,69.449997,69.970001,69.180000,69.500000,65.326256,147400
2015-02-25,68.900002,69.769997,68.699997,69.379997,65.213470,131800
2015-02-26,69.379997,69.940002,68.570000,69.849998,65.655228,119700
2015-02-27,69.580002,69.900002,69.070000,69.169998,65.016083,119900
2015-03-02,68.849998,70.139999,68.650002,69.779999,65.589455,187400
2015-03-03,69.650002,69.870003,68.599998,69.360001,65.194656,285500
2015-03-04,68.959999,69.500000,68.360001,68.540001,64.423920,221100
2015-03-05,68.699997,69.180000,68.070000,68.180000,64.085533,155900
2015-03-06,67.580002,68.370003,67.260002,67.660004,63.596775,188800
2015-03-09,67.879997,68.529999,67.379997,68.099998,64.010338,133900
2015-03-10,67.260002,68.339996,67.239998,67.320000,63.482254,178700
2015-03-11,67.599998,68.239998,67.099998,68.180000,64.293205,223500
2015-03-12,68.639999,69.430000,68.370003,69.370003,65.415390,160800
2015-03-13,69.470001,69.529999,68.940002,69.330002,65.377663,197900
2015-03-16,69.830002,70.099998,69.209999,69.760002,65.783188,210100
2015-03-17,69.860001,69.900002,69.529999,69.709999,65.736008,189300
